MICROBE	Acropora_millepora-tax45264-GCF_013753865.1_Amil_v2.1_genomic-dustmasked.fna.gz	Acyrthosiphon_pisum-tax7029-GCF_005508785.2_pea_aphid_22Mar2018_4r6ur_v2_genomic-dustmasked.fna.gz	Aedes_aegypti_strain_LVP_AGWG-tax7159-GCF_002204515.2_AaegL5.0_genomic-dustmasked.fna.gz	Anopheles_albimanus_strain_STELCA-tax7167-GCF_013758885.1_VT_AalbS3_pri_1.0_genomic-dustmasked.fna.gz	Anopheles_arabiensis-tax7173-GCF_016920715.1_AaraD3_genomic-dustmasked.fna.gz	Anopheles_coluzzii-tax1518534-GCF_016920705.1_AcolMOP1_genomic-dustmasked.fna.gz	Anopheles_gambiae_str_PEST-tax180454-GCF_000005575.2_AgamP3_genomic-dustmasked.fna.gz	Anopheles_merus_strain_MAF-tax30066-GCF_017562075.2_AmerM5.1_genomic-dustmasked.fna.gz	Anopheles_stephensi_strain_Indian-tax30069-GCF_013141755.1_UCI_ANSTEP_V1.0_genomic-dustmasked.fna.gz	Aphidius_gifuensis-tax684658-GCF_014905175.1_ASM1490517v1_genomic-dustmasked.fna.gz	Apis_mellifera_strain_DH4-tax7460-GCF_003254395.2_Amel_HAv3.1_genomic-dustmasked.fna.gz	Aricia_agestis-tax91739-GCF_905147365.1_ilAriAges1.1_genomic-dustmasked.fna.gz	Asterias_rubens-tax7604-GCF_902459465.1_eAstRub1.3_genomic-dustmasked.fna.gz	Athalia_rosae-tax37344-GCF_917208135.1_iyAthRosa1.1_genomic-dustmasked.fna.gz	Bactrocera_tryoni-tax59916-GCF_016617805.1_CSIRO_BtryS06_freeze2_genomic-dustmasked.fna.gz	Belonocnema_kinseyi-tax2817044-GCF_010883055.1_B_treatae_v1_genomic-dustmasked.fna.gz	Bombus_pyrosoma-tax396416-GCF_014825855.1_ASM1482585v1_genomic-dustmasked.fna.gz	Bombus_terrestris-tax30195-GCF_910591885.1_iyBomTerr1.2_genomic-dustmasked.fna.gz	Bombyx_mori_strain_p50T-tax7091-GCF_014905235.1_Bmori_2016v1.0_genomic-dustmasked.fna.gz	Bradysia_coprophila_strain_Holo2-tax38358-GCF_014529535.1_BU_Bcop_v1_genomic-dustmasked.fna.gz	Branchiostoma_floridae_strain_S238N_H82-tax7739-GCF_000003815.2_Bfl_VNyyK_genomic-dustmasked.fna.gz	Caenorhabditis_briggsae_strain_AF16-tax6238-GCF_000004555.2_CB4_genomic-dustmasked.fna.gz	Chrysoperla_carnea-tax189513-GCF_905475395.1_inChrCarn1.1_genomic-dustmasked.fna.gz	Ciona_intestinalis-tax7719-GCF_000224145.3_KH_genomic-dustmasked.fna.gz	Coccinella_septempunctata-tax41139-GCF_907165205.1_icCocSept1.1_genomic-dustmasked.fna.gz	Colias_croceus-tax72248-GCF_905220415.1_ilColCroc2.1_genomic-dustmasked.fna.gz	Cotesia_glomerata-tax32391-GCF_020080835.1_MPM_Cglom_v2.3_genomic-dustmasked.fna.gz	Crassostrea_gigas-tax29159-GCF_902806645.1_cgigas_uk_roslin_v1_genomic-dustmasked.fna.gz	Crassostrea_virginica-tax6565-GCF_002022765.2_C_virginica-3.0_genomic-dustmasked.fna.gz	Culex_quinquefasciatus_strain_JHB-tax7176-GCF_015732765.1_VPISU_Cqui_1.0_pri_paternal_genomic-dustmasked.fna.gz	Danaus_plexippus_plexippus-tax278856-GCF_009731565.1_Dplex_v4_genomic-dustmasked.fna.gz	Daphnia_magna-tax35525-GCF_020631705.1_ASM2063170v1.1_genomic-dustmasked.fna.gz	Daphnia_pulex-tax6669-GCF_021134715.1_ASM2113471v1_genomic-dustmasked.fna.gz	Daphnia_pulicaria-tax35523-GCF_021234035.1_SC_F0-13Bv2_genomic-dustmasked.fna.gz	Dermacentor_silvarum-tax543639-GCF_013339745.1_ASM1333974v1_genomic-dustmasked.fna.gz	Diprion_similis-tax362088-GCF_021155765.1_iyDipSimi1.1_genomic-dustmasked.fna.gz	Drosophila_albomicans_strain_15112_1751_03-tax7291-GCF_009650485.1_drosAlbom15112-1751.03v1_genomic-dustmasked.fna.gz	Drosophila_ananassae_strain_14024_0371_13-tax7217-GCF_017639315.1_ASM1763931v2_genomic-dustmasked.fna.gz	Drosophila_busckii_strain_San_Diego_stock_center_stock_number_13000_0081_31-tax30019-GCF_011750605.1_ASM1175060v1_genomic-dustmasked.fna.gz	Drosophila_innubila-tax198719-GCF_004354385.1_UK_Dinn_1.0_genomic-dustmasked.fna.gz	Drosophila_mauritiana_strain_mau12-tax7226-GCF_004382145.1_ASM438214v1_genomic-dustmasked.fna.gz	Drosophila_melanogaster-tax7227-GCF_000001215.4_Release_6_plus_ISO1_MT_genomic-dustmasked.fna.gz	Drosophila_miranda_strain_MSH22-tax7229-GCF_003369915.1_D.miranda_PacBio2.1_genomic-dustmasked.fna.gz	Drosophila_pseudoobscura_strain_MV2_25-tax7237-GCF_009870125.1_UCI_Dpse_MV25_genomic-dustmasked.fna.gz	Drosophila_santomea_strain_STO_CAGO_1482-tax129105-GCF_016746245.2_Prin_Dsan_1.1_genomic-dustmasked.fna.gz	Drosophila_sechellia_strain_sech25-tax7238-GCF_004382195.2_ASM438219v2_genomic-dustmasked.fna.gz	Drosophila_simulans_strain_w501-tax7240-GCF_016746395.2_Prin_Dsim_3.1_genomic-dustmasked.fna.gz	Drosophila_subobscura-tax7241-GCF_008121235.1_UCBerk_Dsub_1.0_genomic-dustmasked.fna.gz	Drosophila_subpulchrella_breed_RU33__strain_33_F10_4-tax1486046-GCF_014743375.2_RU_Dsub_v1.1_genomic-dustmasked.fna.gz	Drosophila_suzukii_strain_WT3_2_0-tax28584-GCF_013340165.1_LBDM_Dsuz_2.1.pri_genomic-dustmasked.fna.gz	Drosophila_teissieri_strain_GT53w-tax7243-GCF_016746235.2_Prin_Dtei_1.1_genomic-dustmasked.fna.gz	Drosophila_willistoni-tax7260-GCF_018902025.1_UCI_dwil_1.1_genomic-dustmasked.fna.gz	Drosophila_yakuba_strain_Tai18E2-tax7245-GCF_016746365.2_Prin_Dyak_Tai18E2_2.1_genomic-dustmasked.fna.gz	Gigantopelta_aegis-tax1735272-GCF_016097555.1_Gae_host_genome_genomic-dustmasked.fna.gz	Harmonia_axyridis-tax115357-GCF_914767665.1_icHarAxyr1.1_genomic-dustmasked.fna.gz	Helicoverpa_zea-tax7113-GCF_022581195.2_ilHelZeax1.1_genomic-dustmasked.fna.gz	Hermetia_illucens-tax343691-GCF_905115235.1_iHerIll2.2.curated.20191125_genomic-dustmasked.fna.gz	Homalodisca_vitripennis-tax197043-GCF_021130785.1_UT_GWSS_2.1_genomic-dustmasked.fna.gz	Hydra_vulgaris-tax6087-GCF_022113875.1_Hydra_105_v3_genomic-dustmasked.fna.gz	Ischnura_elegans-tax197161-GCF_921293095.1_ioIscEleg1.1_genomic.fna.gz	Leguminivora_glycinivorella-tax1035111-GCF_023078275.1_LegGlyc_1.1_genomic-dustmasked.fna.gz	Lepeophtheirus_salmonis-tax72036-GCF_016086655.3_UVic_Lsal_1.2_genomic.fna.gz	Lucilia_cuprina-tax7375-GCF_022045245.1_ASM2204524v1_genomic-dustmasked.fna.gz	Lytechinus_variegatus-tax7654-GCF_018143015.1_Lvar_3.0_genomic-dustmasked.fna.gz	Manduca_sexta-tax7130-GCF_014839805.1_JHU_Msex_v1.0_genomic-dustmasked.fna.gz	Maniola_hyperantus-tax2795564-GCF_902806685.1_iAphHyp1.1_genomic-dustmasked.fna.gz	Maniola_jurtina-tax191418-GCF_905333055.1_ilManJurt1.1_genomic-dustmasked.fna.gz	Melitaea_cinxia-tax113334-GCF_905220565.1_ilMelCinx1.1_genomic-dustmasked.fna.gz	Mercenaria_mercenaria-tax6596-GCF_014805675.1_ASM1480567v1.1_genomic-dustmasked.fna.gz	Monomorium_pharaonis-tax307658-GCF_013373865.1_ASM1337386v2_genomic-dustmasked.fna.gz	Nasonia_vitripennis_strain_AsymCx-tax7425-GCF_009193385.2_Nvit_psr_1.1_genomic-dustmasked.fna.gz	Nematostella_vectensis-tax45351-GCF_932526225.1_jaNemVect1.1_genomic-dustmasked.fna.gz	Neodiprion_fabricii-tax2872261-GCF_021155785.1_iyNeoFabr1.1_genomic-dustmasked.fna.gz	Neodiprion_lecontei-tax441921-GCF_021901455.1_iyNeoLeco1.1_genomic-dustmasked.fna.gz	Neodiprion_pinetum-tax441929-GCF_021155775.1_iyNeoPine1.1_genomic-dustmasked.fna.gz	Neodiprion_virginianus-tax2961670-GCF_021901495.1_iyNeoVirg1.1_genomic-dustmasked.fna.gz	Nilaparvata_lugens-tax108931-GCF_014356525.1_ASM1435652v1_genomic-dustmasked.fna.gz	Octopus_sinensis-tax2607531-GCF_006345805.1_ASM634580v1_genomic-dustmasked.fna.gz	Ooceraea_biroi-tax2015173-GCF_003672135.1_Obir_v5.4_genomic-dustmasked.fna.gz	Osmia_bicornis_bicornis-tax1437191-GCF_907164935.1_iOsmBic2.1_genomic-dustmasked.fna.gz	Papilio_machaon-tax76193-GCF_912999745.1_ilPapMach1.1_genomic-dustmasked.fna.gz	Pararge_aegeria-tax116150-GCF_905163445.1_ilParAegt1.1_genomic-dustmasked.fna.gz	Pecten_maximus-tax6579-GCF_902652985.1_xPecMax1.1_genomic-dustmasked.fna.gz	Penaeus_chinensis_breed_Huanghai_No_1-tax139456-GCF_019202785.1_ASM1920278v2_genomic.fna.gz	Penaeus_monodon-tax6687-GCF_015228065.1_NSTDA_Pmon_1_genomic-dustmasked.fna.gz	Pieris_brassicae-tax7116-GCF_905147105.1_ilPieBrab1.1_genomic-dustmasked.fna.gz	Pieris_napi-tax78633-GCF_905475465.1_ilPieNapi1.2_genomic-dustmasked.fna.gz	Pieris_rapae-tax64459-GCF_905147795.1_ilPieRapa1.1_genomic-dustmasked.fna.gz	Plutella_xylostella-tax51655-GCF_932276165.1_ilPluXylo3.1_genomic-dustmasked.fna.gz	Pomacea_canaliculata-tax400727-GCF_003073045.1_ASM307304v1_genomic-dustmasked.fna.gz	Portunus_trituberculatus-tax210409-GCF_017591435.1_ASM1759143v1_genomic-dustmasked.fna.gz	Procambarus_clarkii_strain_Jiangsu-tax6728-GCF_020424385.1_ASM2042438v2_genomic-dustmasked.fna.gz	Rhipicephalus_microplus-tax6941-GCF_013339725.1_ASM1333972v1_genomic-dustmasked.fna.gz	Rhopalosiphum_maidis-tax43146-GCF_003676215.2_ASM367621v3_genomic-dustmasked.fna.gz	Schistocerca_americana-tax7009-GCF_021461395.2_iqSchAmer2.1_genomic.fna.gz	Schistocerca_piceifrons-tax274613-GCF_021461385.2_iqSchPice1.1_genomic-dustmasked.fna.gz	Schistosoma_mansoni_strain_Puerto_Rico-tax6183-GCF_000237925.1_ASM23792v2_genomic-dustmasked.fna.gz	Solenopsis_invicta-tax13686-GCF_016802725.1_UNIL_Sinv_3.0_genomic-dustmasked.fna.gz	Spodoptera_frugiperda-tax7108-GCF_011064685.2_ZJU_Sfru_1.1_genomic-dustmasked.fna.gz	Spodoptera_litura_strain_Ishihara-tax69820-GCF_002706865.2_ASM270686v3_genomic-dustmasked.fna.gz	Strongyloides_ratti_strain_ED321_Heterogonic-tax34506-GCF_001040885.1_S_ratti_ED321_genomic-dustmasked.fna.gz	Teleopsis_dalmanni-tax139649-GCF_002237135.1_ASM223713v2_genomic-dustmasked.fna.gz	Tribolium_castaneum_strain_Georgia_GA2-tax7070-GCF_000002335.3_Tcas5.2_genomic-dustmasked.fna.gz	Trichoplusia_ni-tax7111-GCF_003590095.1_tn1_genomic-dustmasked.fna.gz	Vanessa_atalanta-tax42275-GCF_905147765.1_ilVanAtal1.2_genomic-dustmasked.fna.gz	Vanessa_cardui-tax171605-GCF_905220365.1_ilVanCard2.1_genomic-dustmasked.fna.gz	Venturia_canescens-tax32260-GCF_019457755.1_ASM1945775v1_genomic-dustmasked.fna.gz	Vespa_crabro-tax7445-GCF_910589235.1_iyVesCrab1.2_genomic-dustmasked.fna.gz	Vespa_velutina-tax202808-GCF_912470025.1_iVesVel2.1_genomic-dustmasked.fna.gz	Vespula_pensylvanica-tax30213-GCF_014466175.1_ASM1446617v1_genomic-dustmasked.fna.gz	Zerene_cesonia_ecotype_Mississippi-tax33412-GCF_012273895.1_Zerene_cesonia_1.1_genomic-dustmasked.fna.gz
_OWHkVKz8g.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2UxvBum0OX.fna	3103	3307	2502	2516	2560	2563	2559	2552	2581	2951	2772	3526	656	3860	3072	2713	400	3660	4166	3668	3523	0	4076	116	3680	3570	718	752	2173	2089	373	323	0	3350	4732	3816	3006	0	0	3466	3128	2489	2625	3064	3081	3100	3088	2800	3097	3090	3101	2966	3085	4433	3588	1125	1083	3510	2341	0	2821	1448	0	4452	1145	0	3474	3546	3111	3843	3821	6503	3820	3812	3805	3821	0	2714	3874	3690	3523	3483	4540	0	3023	3563	3447	3560	3633	1869	3653	2622	3976	0	4021	4012	2799	2717	1696	0	300	0	1621	3555	3555	3407	3827	3729	339	141	0
3etjXEHGpx.fna	0	0	0	0	0	0	0	0	0	1939	1916	0	0	2780	0	1313	330	2508	0	0	0	0	0	0	2041	0	0	0	0	0	0	0	0	0	0	2862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014	0	0	1945	0	0	0	0	0	0	0	0	0	0	0	2660	2742	0	2863	2854	2867	2872	0	0	2641	2352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2335	2327	0	2044	0	0	0	0	0	0	0	0	2640	2616	279	0	0
4SX5L1lS1m.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2494	0	0	0	2193	2036	2155	2180	2243	2192	2190	2179	2445	2379	2242	2154	2227	0	0	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54jm1EhsvL.fna	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	334	0	0	0	507	0	0	434	429	258	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	314
5pzVbAMICX.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6268	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829	0	0	0	0	1532	0	0	0	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1909	0	1831	0	0	0	0	0	0	0	0	0	1129	472	0	0	0	1927	0	0	0	0	0	0	201
5yPGYLV4xr.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1029	0	0	0	0	0	0	0	0	0	0	0	0	2862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0
5zVZ0xr4Wu.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6UntsfxUbC.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6UVhmQiMf9.fna	0	0	0	0	0	0	0	0	0	0	0	1846	605	0	0	0	396	0	0	0	2113	0	0	314	0	1883	529	1299	2474	1086	566	399	276	1682	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3499	1952	875	704	1918	0	153	1487	0	365	2200	891	0	1756	1876	2551	0	0	0	2016	0	2033	2028	0	1629	0	1937	1901	1842	4602	317	0	1827	0	1819	0	1690	1885	1368	2325	250	2222	2230	0	0	1102	528	147	0	939	0	1888	1896	0	1949	397	272	382
78_sOieqjS.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5448	0	0	0	0	0	0	0	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749	0	0	1064	0	0	0	0	0	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2058	0	0	0	0	0	0	0	0	0	0	0	1024	0	0	0	0	1909	0	0	0	0	0	0	0
8nCtlyeSqn.fna	1882	2333	1680	1633	1649	1643	0	1640	1637	1954	1861	2398	460	2664	2039	1529	309	2541	0	2335	2588	0	2718	0	2551	2431	529	534	1550	1379	0	0	0	2336	2847	2687	1987	0	0	0	2019	1640	1812	2002	2000	2013	2012	1804	2007	2002	2006	1973	2000	3166	2515	747	708	2579	1255	0	1904	1020	0	3105	0	0	2378	2404	2338	2651	2611	4312	2694	2700	2691	2696	0	1714	2661	2521	2452	2340	3437	0	2039	2441	2353	2450	2448	1342	2559	1588	2801	0	2735	2772	0	1800	1130	0	167	0	997	2426	2423	2403	2632	2570	0	0	0
9cFQmVxkVL.fna	0	0	0	1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aa10kLu6eS.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ac6xXwgh20.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AuGzJyBOO5.fna	1476	1573	1307	1295	1240	1243	0	1227	1242	0	0	0	0	0	1507	1343	0	0	0	1828	0	0	0	0	0	0	369	0	0	1057	0	0	0	1600	0	0	1475	0	0	0	0	0	0	1500	0	0	0	1366	1508	0	0	1464	0	0	0	0	0	0	1090	0	0	746	0	2109	0	0	0	0	0	0	0	3095	0	0	0	0	0	1284	0	0	0	0	0	0	0	0	0	0	0	935	1949	1333	1936	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0
aXzSMQei1J.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	213
BbELBI8UZY.fna	0	0	1860	1690	1620	1603	0	1604	1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bgDYf8g9UB.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	265
BiEl66pPwZ.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CijtIxqt9N.fna	0	1785	1300	0	1262	1255	0	1254	1232	1563	1454	1922	0	2060	1596	0	0	1899	0	1878	2069	0	0	0	1960	1990	0	412	1214	0	0	0	0	1723	0	2075	1545	0	0	0	0	0	1377	1551	0	0	0	1418	1551	1553	0	1546	1550	2600	1923	0	561	0	0	0	1532	808	0	2419	0	0	1906	1918	1809	2082	2053	0	2078	2076	2083	2088	0	1402	2124	1925	1930	1901	2548	0	0	1960	1893	1930	1925	1000	2066	1495	2204	0	2109	0	0	0	0	0	181	0	0	1923	1942	1910	2021	2030	0	0	0
cOU4e17GRd.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11844	0	0	0	0	0	0	0	0	0	0	0	0	0	0
czAIEaeeYc.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7722	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D6YN2l2ydJ.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
