MICROBE	Aegilops_tauschii_subsp_strangulata_cultivar_AL8_78-tax200361-GCF_002575655.2_Aet_v5.0_genomic-dustmasked.fna.gz	Ananas_comosus_cultivar_F153-tax4615-GCF_001540865.1_ASM154086v1_genomic-dustmasked.fna.gz	Arabidopsis_thaliana_ecotype_Columbia-tax3702-GCF_000001735.4_TAIR10.1_genomic-dustmasked.fna.gz	Arachis_duranensis_cultivar_V14167-tax130453-GCF_000817695.2_Aradu1.1_genomic-dustmasked.fna.gz	Arachis_hypogaea_cultivar_Tifrunner-tax3818-GCF_003086295.2_arahy.Tifrunner.gnm1.KYV3_genomic-dustmasked.fna.gz	Arachis_ipaensis_cultivar_K30076-tax130454-GCF_000816755.2_Araip1.1_genomic-dustmasked.fna.gz	Asparagus_officinalis-tax4686-GCF_001876935.1_Aspof.V1_genomic-dustmasked.fna.gz	Bathycoccus_prasinos_strain_RCC_1105-tax41875-GCF_002220235.1_ASM222023v1_genomic-dustmasked.fna.gz	Benincasa_hispida_cultivar_B227-tax102211-GCF_009727055.1_ASM972705v1_genomic-dustmasked.fna.gz	Beta_vulgaris_subsp_vulgaris_cultivar_EL10-tax3555-GCF_002917755.1_EL10_1.0_genomic-dustmasked.fna.gz	Brachypodium_distachyon_strain_Bd21-tax15368-GCF_000005505.3_Brachypodium_distachyon_v3.0_genomic-dustmasked.fna.gz	Brassica_napus_cultivar_Da_Ae-tax3708-GCF_020379485.1_Da-Ae_genomic-dustmasked.fna.gz	Brassica_oleracea_var_oleracea_cultivar_TO1000-tax109376-GCF_000695525.1_BOL_genomic-dustmasked.fna.gz	Brassica_rapa_cultivar_Chiifu_401_42-tax3711-GCF_000309985.2_CAAS_Brap_v3.01_genomic-dustmasked.fna.gz	Cajanus_cajan-tax3821-GCF_000340665.2_C.cajan_V1.1_genomic-dustmasked.fna.gz	Camelina_sativa_cultivar_DH55-tax90675-GCF_000633955.1_Cs_genomic-dustmasked.fna.gz	Cannabis_sativa-tax3483-GCF_900626175.2_cs10_genomic-dustmasked.fna.gz	Capsicum_annuum_cultivar_UCD_10X_F1-tax4072-GCF_002878395.1_UCD10Xv1.1_genomic-dustmasked.fna.gz	Carya_illinoinensis_cultivar_Pawnee-tax32201-GCF_018687715.1_C.illinoinensisPawnee_v1_genomic-dustmasked.fna.gz	Chlamydomonas_reinhardtii_strain_CC_503_cw92_mt-tax3055-GCF_000002595.2_Chlamydomonas_reinhardtii_v5.5_genomic-dustmasked.fna.gz	Cicer_arietinum_cultivar_CDC_Frontier-tax3827-GCF_000331145.1_ASM33114v1_genomic-dustmasked.fna.gz	Citrus_sinensis_cultivar_Valencia-tax2711-GCF_000317415.1_Csi_valencia_1.0_genomic-dustmasked.fna.gz	Coffea_arabica_cultivar_Caturra_red-tax13443-GCF_003713225.1_Cara_1.0_genomic.fna.gz	Coffea_eugenioides-tax49369-GCF_003713205.1_Ceug_1.0_genomic-dustmasked.fna.gz	Cucumis_sativus_cultivar_9930-tax3659-GCF_000004075.3_Cucumber_9930_V3_genomic-dustmasked.fna.gz	Cucurbita_pepo_subsp_pepo_cultivar_mu_cu_16-tax3664-GCF_002806865.1_ASM280686v2_genomic-dustmasked.fna.gz	Cynara_cardunculus_var_scolymus-tax59895-GCF_001531365.2_CcrdV1.1_genomic-dustmasked.fna.gz	Daucus_carota_subsp_sativus_cultivar_DH1-tax79200-GCF_001625215.1_ASM162521v1_genomic-dustmasked.fna.gz	Dioscorea_cayenensis_subsp_rotundata_cultivar_TDr96_F1-tax55577-GCF_009730915.1_TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22_25.fasta_genomic-dustmasked.fna.gz	Elaeis_guineensis-tax51953-GCF_000442705.1_EG5_genomic-dustmasked.fna.gz	Erigeron_canadensis-tax72917-GCF_010389155.1_C_canadensis_v1_genomic-dustmasked.fna.gz	Eucalyptus_grandis-tax71139-GCF_016545825.1_ASM1654582v1_genomic-dustmasked.fna.gz	Fragaria_vesca_subsp_vesca-tax101020-GCF_000184155.1_FraVesHawaii_1.0_genomic-dustmasked.fna.gz	Glycine_max_cultivar_Williams_82-tax3847-GCF_000004515.6_Glycine_max_v4.0_genomic-dustmasked.fna.gz	Glycine_soja_cultivar_W05-tax3848-GCF_004193775.1_ASM419377v2_genomic-dustmasked.fna.gz	Gossypium_hirsutum-tax3635-GCF_007990345.1_Gossypium_hirsutum_v2.1_genomic-dustmasked.fna.gz	Gossypium_raimondii-tax29730-GCF_000327365.2_Graimondii2_0v2_genomic.fna.gz	Helianthus_annuus_cultivar_XRQ_B-tax4232-GCF_002127325.2_HanXRQr2.0-SUNRISE_genomic-dustmasked.fna.gz	Hordeum_vulgare_subsp_vulgare-tax112509-GCF_904849725.1_MorexV3_pseudomolecules_assembly_genomic-dustmasked.fna.gz	Impatiens_glandulifera-tax253017-GCF_907164915.1_dImpGla2.1_genomic-dustmasked.fna.gz	Ipomoea_triloba-tax35885-GCF_003576645.1_ASM357664v1_genomic-dustmasked.fna.gz	Juglans_microcarpa_x_Juglans_regia-tax2249226-GCF_004785595.1_Jm3101_v1.0_genomic-dustmasked.fna.gz	Juglans_regia_cultivar_Chandler-tax51240-GCF_001411555.2_Walnut_2.0_genomic-dustmasked.fna.gz	Lactuca_sativa_cultivar_Salinas-tax4236-GCF_002870075.3_Lsat_Salinas_v8_genomic-dustmasked.fna.gz	Lolium_rigidum-tax89674-GCF_022539505.1_APGP_CSIRO_Lrig_0.1_genomic-dustmasked.fna.gz	Lupinus_angustifolius_cultivar_Tanjil-tax3871-GCF_001865875.1_LupAngTanjil_v1.0_genomic-dustmasked.fna.gz	Macadamia_integrifolia_cultivar_HAES_741-tax60698-GCF_013358625.1_SCU_Mint_v3_genomic-dustmasked.fna.gz	Malus_domestica_cultivar_Golden_Delicious-tax3750-GCF_002114115.1_ASM211411v1_genomic-dustmasked.fna.gz	Mangifera_indica_cultivar_Alphonso-tax29780-GCF_011075055.1_CATAS_Mindica_2.1_genomic.fna.gz	Manihot_esculenta_cultivar_AM560_2-tax3983-GCF_001659605.2_M.esculenta_v8_genomic-dustmasked.fna.gz	Medicago_truncatula_cultivar_Jemalong_A17-tax3880-GCF_003473485.1_MtrunA17r5.0-ANR_genomic-dustmasked.fna.gz	Musa_acuminata_subsp_malaccensis_strain_Doubled_haploid_Pahang_DH_Pahang-tax214687-GCF_000313855.2_ASM31385v2_genomic-dustmasked.fna.gz	Nicotiana_attenuata_strain_UT-tax49451-GCF_001879085.1_NIATTr2_genomic-dustmasked.fna.gz	Nymphaea_colorata-tax210225-GCF_008831285.1_ASM883128v1_genomic-dustmasked.fna.gz	Olea_europaea_var_sylvestris-tax158386-GCF_002742605.1_O_europaea_v1_genomic-dustmasked.fna.gz	Oryza_brachyantha-tax4533-GCF_000231095.2_ObraRS2_genomic-dustmasked.fna.gz	Oryza_sativa_Japonica_Group-tax39947-GCF_001433935.1_IRGSP-1.0_genomic-dustmasked.fna.gz	Ostreococcus_tauri_strain_RCC4221-tax70448-GCF_000214015.3_version_140606_genomic-dustmasked.fna.gz	Panicum_hallii_strain_FIL2-tax206008-GCF_002211085.1_PHallii_v3.1_genomic-dustmasked.fna.gz	Panicum_virgatum_strain_AP13-tax38727-GCF_016808335.1_P.virgatum_v5_genomic-dustmasked.fna.gz	Papaver_somniferum_cultivar_HN1-tax3469-GCF_003573695.1_ASM357369v1_genomic-dustmasked.fna.gz	Phaseolus_vulgaris_cultivar_G19833-tax3885-GCF_000499845.1_PhaVulg1_0_genomic-dustmasked.fna.gz	Phoenix_dactylifera_cultivar_Barhee_BC4-tax42345-GCF_009389715.1_palm_55x_up_171113_PBpolish2nd_filt_p_genomic-dustmasked.fna.gz	Physcomitrium_patens_ecotype_Gransden_2004-tax3218-GCF_000002425.4_Phypa_V3_genomic-dustmasked.fna.gz	Populus_trichocarpa-tax3694-GCF_000002775.4_Pop_tri_v3_genomic-dustmasked.fna.gz	Prunus_dulcis-tax3755-GCF_902201215.1_ALMONDv2_genomic-dustmasked.fna.gz	Prunus_mume-tax102107-GCF_000346735.1_P.mume_V1.0_genomic-dustmasked.fna.gz	Prunus_persica_cultivar_Lovell-tax3760-GCF_000346465.2_Prunus_persica_NCBIv2_genomic-dustmasked.fna.gz	Punica_granatum-tax22663-GCF_007655135.1_ASM765513v2_genomic-dustmasked.fna.gz	Quercus_lobata-tax97700-GCF_001633185.2_ValleyOak3.2_genomic-dustmasked.fna.gz	Rhodamnia_argentea-tax178133-GCF_020921035.1_ASM2092103v1_genomic-dustmasked.fna.gz	Ricinus_communis_ecotype_wild_type-tax3988-GCF_019578655.1_ASM1957865v1_genomic-dustmasked.fna.gz	Rosa_chinensis_cultivar_Old_Blush-tax74649-GCF_002994745.2_RchiOBHm-V2_genomic-dustmasked.fna.gz	Salvia_hispanica_cultivar_TCC_Black_2014-tax49212-GCF_023119035.1_UniMelb_Shisp_WGS_1.0_genomic-dustmasked.fna.gz	Salvia_splendens-tax180675-GCF_004379255.1_SspV2_genomic-dustmasked.fna.gz	Sesamum_indicum_cultivar_Zhongzhi_No_13-tax4182-GCF_000512975.1_S_indicum_v1.0_genomic-dustmasked.fna.gz	Setaria_italica_strain_Yugu1-tax4555-GCF_000263155.2_Setaria_italica_v2.0_genomic-dustmasked.fna.gz	Setaria_viridis_cultivar_A10-tax4556-GCF_005286985.1_Setaria_viridis_v2.0_genomic-dustmasked.fna.gz	Solanum_lycopersicum_cultivar_Heinz_1706-tax4081-GCF_000188115.5_SL3.1_genomic-dustmasked.fna.gz	Solanum_pennellii-tax28526-GCF_001406875.1_SPENNV200_genomic-dustmasked.fna.gz	Sorghum_bicolor_cultivar_BTx623-tax4558-GCF_000003195.3_Sorghum_bicolor_NCBIv3_genomic-dustmasked.fna.gz	Telopea_speciosissima_ecotype_Mountain_lineage-tax54955-GCF_018873765.1_Tspe_v1_genomic-dustmasked.fna.gz	Theobroma_cacao_cultivar_B97_61_B2-tax3641-GCF_000208745.1_Criollo_cocoa_genome_V2_genomic-dustmasked.fna.gz	Trifolium_pratense_cultivar_HEN17_A07-tax57577-GCF_020283565.1_ARS_RC_1.1_genomic-dustmasked.fna.gz	Tripterygium_wilfordii-tax458696-GCF_013401445.1_ASM1340144v1_genomic-dustmasked.fna.gz	Triticum_aestivum_cultivar_Chinese_Spring-tax4565-GCF_018294505.1_IWGSC_CS_RefSeq_v2.1_genomic.fna.gz	Triticum_dicoccoides_ecotype_Zavitan-tax85692-GCF_002162155.2_WEW_v2.1_genomic-dustmasked.fna.gz	Triticum_urartu_cultivar_G1812-tax4572-GCF_003073215.2_Tu2.1_genomic-dustmasked.fna.gz	Vigna_angularis_cultivar_Jingnong_6-tax3914-GCF_001190045.1_Vigan1.1_genomic-dustmasked.fna.gz	Vigna_radiata_var_radiata_cultivar_VC1973A-tax3916-GCF_000741045.1_Vradiata_ver6_genomic-dustmasked.fna.gz	Vigna_unguiculata_cultivar_IT97K_499_35-tax3917-GCF_004118075.2_ASM411807v2_genomic-dustmasked.fna.gz	Vitis_riparia_cultivar_Riparia_Gloire_de_Montpellier-tax96939-GCF_004353265.1_EGFV_Vit.rip_1.0_genomic-dustmasked.fna.gz	Vitis_vinifera_cultivar_PN40024-tax29760-GCF_000003745.3_12X_genomic-dustmasked.fna.gz	Zea_mays_cultivar_B73-tax4577-GCF_902167145.1_Zm-B73-REFERENCE-NAM-5.0_genomic.fna.gz	Zingiber_officinale_cultivar_Zhangliang-tax94328-GCF_018446385.1_Zo_v1.1_genomic-dustmasked.fna.gz	Ziziphus_jujuba_var_spinosa-tax714518-GCF_020796205.1_ASM2079620v1_genomic-dustmasked.fna.gz
_bmjlDkipy.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_vd5o5I03w.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69211	0	0
0UlUHOvzvr.fna	15873	10239	6326	14989	0	12958	8673	0	0	0	12927	25432	9254	16754	10087	8421	0	0	8804	0	7649	6527	0	0	9266	0	0	0	11882	6726	0	16121	10622	0	0	20835	11134	0	16259	11957	0	7147	10049	0	13004	0	0	0	960	8720	0	4835	0	17358	0	10196	41755	0	10090	10918	18220	5226	12264	0	12550	8831	0	9569	13412	0	0	18958	3986	7631	13558	0	9628	7715	0	12435	9083	17455	3050	6519	7426	13714	16075	14806	7193	0	16989	0	0	11996	14190	0
1a_9Jx9IRa.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8060	11238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8714	7422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2CXkXrG5oe.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2UxvBum0OX.fna	0	0	0	0	0	0	11028	1358	0	0	10738	0	10766	0	0	0	6827	0	10963	2920	11062	6724	0	0	11150	0	0	0	0	6655	0	0	0	11141	0	0	10716	0	0	0	0	10935	11426	0	10893	11526	11437	0	1344	11196	0	7878	0	0	0	10581	0	0	17314	11116	0	8714	0	9055	0	0	0	11041	0	10936	0	0	0	0	0	11246	10498	8158	0	0	10406	0	0	10975	10924	0	0	0	8319	0	0	0	0	10649	0	0
5yPGYLV4xr.fna	0	0	0	0	18609	0	7768	0	0	15226	0	0	0	0	0	0	0	24426	9119	1337	8153	6467	0	16351	9351	0	0	0	0	0	11751	16262	0	0	0	25948	0	19333	0	0	14821	7413	9826	17097	0	0	0	0	1084	9346	10509	4574	26665	18403	20140	0	0	0	7881	0	24018	4891	11560	4068	0	0	9351	10098	0	11514	12771	23741	0	0	0	11095	0	0	0	0	0	18600	0	7940	7493	0	0	0	0	0	15322	9588	9623	0	0	24992
7LE8OirMKO.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8293	57522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
850Mer78_E.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93015	0	0
8nCtlyeSqn.fna	0	0	0	0	0	0	0	737	0	0	0	0	0	0	0	0	0	0	0	1535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aa10kLu6eS.fna	0	0	0	0	0	0	0	0	0	0	0	19770	0	12204	0	6130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AuGzJyBOO5.fna	0	0	0	0	18567	12127	8306	0	0	15405	0	20040	0	0	10284	6462	0	26692	9928	1378	8882	6688	0	0	9757	0	0	0	0	0	11928	17820	11269	9139	0	28021	11135	20126	0	0	15158	7433	10130	17513	0	10841	11416	0	1000	9670	10415	4561	29553	20137	21168	0	0	0	7951	0	25667	5107	12426	4315	12277	8891	9773	10272	13442	11948	13792	25326	0	0	13195	12060	0	0	0	0	6659	19701	3003	8352	7925	0	0	0	0	0	15456	10583	10250	0	0	27047
AVaffAX1Ug.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B8LWPRV966.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CgROlZ_8k4.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chEZfut7KM.fna	18932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18878	19028	18951	0	0	0	0	0	0	0	0
cOU4e17GRd.fna	0	0	4643	0	0	0	0	0	0	0	0	0	0	12178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
czAIEaeeYc.fna	16235	19890	7561	23770	29616	19402	10379	0	27571	22162	12298	36447	10389	20755	16645	10470	9295	37282	11230	0	9050	9972	11487	28444	12004	23147	19399	16626	15233	8712	18324	28441	16943	11106	10739	38467	15552	31376	18223	18827	20994	7720	13698	30361	11722	14495	16116	7682	993	11237	12414	4285	39116	27977	32098	6826	13573	0	0	9767	34736	5194	17971	0	19834	15814	14162	13366	23300	14071	20593	36709	6688	13999	20172	14094	8551	6658	19973	20267	7167	30097	5959	6901	8672	12757	16664	15436	8365	6557	25754	18229	16397	10691	21848	36990
D4cgIU_tBq.fna	16934	14412	5235	19707	19860	0	0	0	22840	0	0	0	0	0	0	0	7387	25518	0	0	0	0	6058	0	0	20595	13810	12565	17342	0	11951	0	0	0	7987	0	0	19583	17774	12910	14357	0	0	24632	0	11910	12003	7011	0	0	0	0	26274	0	0	0	12568	0	0	11748	0	0	0	0	0	0	7554	0	16002	13108	0	0	4077	0	0	0	0	0	17315	16557	0	21146	0	0	0	16198	21298	19230	0	5560	0	0	11729	0	0	0
D6YN2l2ydJ.fna	16913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17689	19235	16805	0	0	0	0	0	0	0	0
DaCIKq1zFg.fna	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyu7i9jJuK.fna	0	0	0	0	0	0	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dzTuQJUyWm.fna	13313	10452	4480	19483	17955	0	0	0	18080	0	0	0	0	0	0	0	7019	26538	0	0	0	0	0	0	0	14625	0	10202	12477	0	0	0	0	0	0	0	0	0	14069	0	0	0	0	22456	0	0	11268	6539	0	0	0	0	27164	0	0	0	0	0	0	10395	0	0	0	0	0	0	0	0	0	13279	0	0	0	0	0	0	0	0	15850	0	0	0	0	0	0	12287	18630	17884	0	4697	0	0	10202	0	0	0
ePdEX00Jlv.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
es7ZnVt_E3.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EUbIFM3NDf.fna	0	0	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
